region,title,url,publish_date,source
Venezuela,Delcy asegura que ella hace lo que le da la gana siempre y cuando Trump esté de acuerdo,https://www.elchiguirebipolar.net/26-01-2026/delcy-asegura-que-ella-hace-lo-que-le-da-la-gana-siempre-y-cuando-trump-este-de-acuerdo/,2026-01-04,elchiguirebipolar.net
Venezuela,Trump y María Corina Machado se reunirán el jueves en la Casa Blanca,https://lanacionweb.com/internacional/trump-y-maria-corina-machado-se-reuniran-el-jueves-en-la-casa-blanca/,2026-01-03,lanacionweb.com
Venezuela,Rodríguez reitera que es la presidenta encargada de Venezuela tras foto manipulada de Trump,https://lanacionweb.com/nacional/rodriguez-reitera-que-es-la-presidenta-encargada-de-venezuela-tras-foto-manipulada-de-trump/,2026-01-03,lanacionweb.com
Venezuela,Advierte Trump a Cuba de que no recibirá más petróleo ni dinero de Venezuela,https://lanacionweb.com/internacional/advierte-trump-a-cuba-de-que-no-recibira-mas-petroleo-ni-dinero-de-venezuela/,2026-01-03,lanacionweb.com
Venezuela,Trump sugiere que dejará a ExxonMobil «fuera» de su plan para Venezuela,https://lanacionweb.com/internacional/trump-sugiere-que-dejara-a-exxonmobil-fuera-de-su-plan-para-venezuela/,2026-01-03,lanacionweb.com
Venezuela,Trump advierte a Cuba de que no recibirá más petróleo ni dinero de Venezuela,https://lanacionweb.com/internacional/trump-advierte-a-cuba-de-que-no-recibira-mas-petroleo-ni-dinero-de-venezuela/,2026-01-03,lanacionweb.com
Venezuela,"Mientras Trump promete a las petroleras ""seguridad total"" en Venezuela un ejecutivo dice el país es ""ininvertible"" hoy",https://www.aporrea.org/actualidad/n414287.html,2026-01-10,aporrea.org
Venezuela,"(VIDEO) El riesgo no es Venezuela el riesgo es Trump, señalaron CEOs de las petroleras en la Casa Blanca",https://www.aporrea.org/actualidad/n414289.html,2026-01-10,aporrea.org
Venezuela,Trump firma orden ejecutiva para proteger los ingresos por la venta de petróleo venezolano,https://lacalle.com.ve/trump-firma-orden-ejecutiva-para-proteger-los-ingresos-por-la-venta-de-petroleo-venezolano/,2026-01-10,lacalle.com.ve
Venezuela,Instituto Nobel dice que opositora venezolana Machado no puede dar su premio de la Paz a Trump,https://lacalle.com.ve/instituto-nobel-dice-que-opositora-venezolana-machado-no-puede-dar-su-premio-de-la-paz-a-trump/,2026-01-10,lacalle.com.ve
Venezuela,"Trump decreta una ""emergencia"" para proteger en EEUU las ventas del petróleo de Venezuela",https://elsiglo.com.ve/trump-decreta-una-emergencia-para-proteger-en-eeuu-las-ventas-del-petroleo-de-venezuela/,2026-01-10,elsiglo.com.ve
Venezuela,Trump bloquea confiscación de fondos del petróleo venezolano,https://ultimasnoticias.com.ve/economia/petroleo/trump-bloquea-confiscacion-de-fondos-del-petroleo-venezolano/,2026-01-10,ultimasnoticias.com.ve
Venezuela,"Trump decreta una ""emergencia"" para proteger en EEUU ventas del petróleo de Venezuela",https://efectococuyo.com/internacionales/trump-decreta-emergencia-para-proteger-en-eeuu-ventas-del-petroleo-de-venezuela/,2026-01-10,efectococuyo.com
Venezuela,Trump firma una orden para proteger ingresos del petróleo venezolano ante posibles embargos,https://www.el-carabobeno.com/trump-firma-una-orden-para-proteger-ingresos-del-petroleo-venezolano-ante-posibles-embargos/,2026-01-10,el-carabobeno.com
Venezuela,Precio del dólar del 13 de enero pasa tercera decena en 11 días del 2026,https://acn.com.ve/precio-dolar-13-enero/?utm_source=rss&utm_medium=rss&utm_campaign=precio-dolar-13-enero,2026-01-10,acn.com.ve
Venezuela,Trump prohíbe el cobro de deudas con dinero del petróleo,https://lacalle.com.ve/trump-prohibe-el-cobro-de-deudas-con-dinero-del-petroleo-venezolano/,2026-01-10,lacalle.com.ve
Venezuela,"Navegantes vs Aguilas en vivo, jugada a jugada",https://meridiano.net/beisbol/lvbp/jugada-a-jugada/837191/135/Navegantes-vs-Aguilas-10-01-2026,2026-01-10,meridiano.net
Venezuela,EEUU alerta que los colectivos chavistas acechan al personal diplomático enviado por Trump a Venezuela,https://lapatilla.com/2026/01/10/eeuu-alerta-que-los-colectivos-chavistas-acechan-al-personal-diplomatico-enviado-por-trump-a-venezuela/,2026-01-10,lapatilla.com
Venezuela,Orden ejecutiva: Trump prohíbe el cobro de deudas con dinero del petróleo venezolano,https://notifalcon.com/2026/01/orden-ejecutiva-trump-prohibe-el-cobro-de-deudas-con-dinero-del-petroleo-venezolano/,2026-01-10,notifalcon.com
Venezuela,"El enviado de Trump John McNamara llega para abrir ""proceso exploratorio"" en medio de la transición liderada por Delcy Rodríguez",https://www.aporrea.org/ddhh/n414279.html,2026-01-10,aporrea.org
Venezuela,"Colombia: Entrevista a Iván Cepeda, candidato a la presidencia: «Trump no es un lunático, tiene una estrategia neofascista»",https://www.aporrea.org/ddhh/n414277.html,2026-01-10,aporrea.org
Venezuela,Trump firma orden para proteger ingresos petroleros,https://primicia.com.ve/mundo/trump-firma-orden-para-proteger-ingresos-petroleros/,2026-01-10,primicia.com.ve
Venezuela,Trump firma orden para proteger ingresos petroleros venezolanos depositados en cuentas estadounidenses,https://cactus24.com.ve/2026/01/10/trump-firma-orden-para-proteger-ingresos-petroleros-venezolanos-depositados-en-cuentas-estadounidenses/?utm_source=rss&utm_medium=rss&utm_campaign=trump-firma-orden-para-proteger-ingresos-petroleros-venezolanos-depositados-en-cuentas-estadounidenses,2026-01-10,cactus24.com.ve
Venezuela,Trump decreta una “emergencia” para proteger en EEUU las ventas del petróleo de Venezuela,https://lanacionweb.com/nacional/trump-decreta-una-emergencia-para-proteger-en-eeuu-las-ventas-del-petroleo-de-venezuela/,2026-01-03,lanacionweb.com
Venezuela,Trump: Delcy Rodríguez parece ser una aliada,https://www.tachiranews.com/trump-delcy-rodriguez-parece-ser-una-aliada/,2026-01-10,tachiranews.com
